"Style","Color","Size","Divisie","Hoofdgroep","Subgroep","Subsubgroep","Jaar","Maand","Quantity"
"100009","1","1","1","11","115","00","2018","5","16416"
"100009","1","1","1","11","115","00","2018","6","17181"
"100009","1","1","1","11","115","00","2018","7","16258"
"100009","1","1","1","11","115","00","2018","8","16146"
"100009","1","1","1","11","115","00","2018","9","15782"
"100009","1","1","1","11","115","00","2018","10","16397"
"100009","1","1","1","11","115","00","2018","11","14050"
"100009","1","1","1","11","115","00","2018","12","12811"
"100010","1","1","1","11","115","00","2016","6","7947"
"100010","1","1","1","11","115","00","2016","7","15145"
"100010","1","1","1","11","115","00","2016","8","16722"
"100010","1","1","1","11","115","00","2016","9","16984"
"100010","1","1","1","11","115","00","2016","10","15082"
"100010","1","1","1","11","115","00","2016","11","16488"
"100010","1","1","1","11","115","00","2016","12","18000"
"100010","1","1","1","11","115","00","2017","1","20408"
"100010","1","1","1","11","115","00","2017","2","25297"
"100010","1","1","1","11","115","00","2017","3","37095"
"100010","1","1","1","11","115","00","2017","4","29639"
"100010","1","1","1","11","115","00","2017","5","21018"
"100010","1","1","1","11","115","00","2017","6","34150"
"100010","1","1","1","11","115","00","2017","7","25166"
"100010","1","1","1","11","115","00","2017","8","21495"
"100010","1","1","1","11","115","00","2017","9","36211"
"100010","1","1","1","11","115","00","2017","10","42964"
"100010","1","1","1","11","115","00","2017","11","28883"
"100010","1","1","1","11","115","00","2017","12","17800"
"100010","1","1","1","11","115","00","2018","1","31909"
"100010","1","1","1","11","115","00","2018","2","30694"
"100010","1","1","1","11","115","00","2018","3","37775"
"100010","1","1","1","11","115","00","2018","4","36565"
"100010","1","1","1","11","115","00","2018","5","38778"
"100010","1","1","1","11","115","00","2018","6","40603"
"100010","1","1","1","11","115","00","2018","7","31857"
"100010","1","1","1","11","115","00","2018","8","27159"
"100010","1","1","1","11","115","00","2018","9","34771"
"100010","1","1","1","11","115","00","2018","10","29205"
"100010","1","1","1","11","115","00","2018","11","39505"
"100010","1","1","1","11","115","00","2018","12","38694"
"100011","1","1","1","12","120","00","2016","1","2219"
"100011","1","1","1","12","120","00","2016","2","1907"
"100011","1","1","1","12","120","00","2016","3","2135"
"100011","1","1","1","12","120","00","2016","4","2187"
"100011","1","1","1","12","120","00","2016","5","1910"
"100011","1","1","1","12","120","00","2016","6","2264"
"100011","1","1","1","12","120","00","2016","7","2657"
"100011","1","1","1","12","120","00","2016","8","2652"
"100011","1","1","1","12","120","00","2016","9","2078"
"100011","1","1","1","12","120","00","2016","10","2322"
"100011","1","1","1","12","120","00","2016","11","1973"
"100011","1","1","1","12","120","00","2016","12","2134"
"100011","1","1","1","12","120","00","2017","1","1907"
"100011","1","1","1","12","120","00","2017","2","2132"
"100011","1","1","1","12","120","00","2017","3","2494"
"100011","1","1","1","12","120","00","2017","4","2393"
"100011","1","1","1","12","120","00","2017","5","2315"
"100011","1","1","1","12","120","00","2017","6","2265"
"100011","1","1","1","12","120","00","2017","7","3207"
"100011","1","1","1","12","120","00","2017","8","3383"
"100011","1","1","1","12","120","00","2017","9","2871"
"100011","1","1","1","12","120","00","2017","10","2321"
"100011","1","1","1","12","120","00","2017","11","2069"
"100011","1","1","1","12","120","00","2017","12","1336"
"100011","1","1","1","12","120","00","2018","1","2313"
"100011","1","1","1","12","120","00","2018","2","2183"
"100011","1","1","1","12","120","00","2018","3","2865"
"100011","1","1","1","12","120","00","2018","4","2415"
"100011","1","1","1","12","120","00","2018","5","2446"
"100011","1","1","1","12","120","00","2018","6","2570"
"100011","1","1","1","12","120","00","2018","7","2601"
"100011","1","1","1","12","120","00","2018","8","3023"
"100011","1","1","1","12","120","00","2018","9","2487"
"100011","1","1","1","12","120","00","2018","10","2469"
"100011","1","1","1","12","120","00","2018","11","2152"
"100011","1","1","1","12","120","00","2018","12","2094"
"100012","1","1","1","12","120","00","2016","1","2135"
"100012","1","1","1","12","120","00","2016","2","1908"
"100012","1","1","1","12","120","00","2016","3","1982"
"100012","1","1","1","12","120","00","2016","4","1846"
"100012","1","1","1","12","120","00","2016","5","1564"
"100012","1","1","1","12","120","00","2016","6","2006"
"100012","1","1","1","12","120","00","2016","7","2171"
"100012","1","1","1","12","120","00","2016","8","2055"
"100012","1","1","1","12","120","00","2016","9","2039"
"100012","1","1","1","12","120","00","2016","10","2345"
"100012","1","1","1","12","120","00","2016","11","1930"
"100012","1","1","1","12","120","00","2016","12","2038"
"100012","1","1","1","12","120","00","2017","1","2113"
"100012","1","1","1","12","120","00","2017","2","1936"
"100012","1","1","1","12","120","00","2017","3","2089"
"100012","1","1","1","12","120","00","2017","4","1858"
"100012","1","1","1","12","120","00","2017","5","1819"
"100012","1","1","1","12","120","00","2017","6","1740"
"100012","1","1","1","12","120","00","2017","7","2284"
"100012","1","1","1","12","120","00","2017","8","2310"
"100012","1","1","1","12","120","00","2017","9","2620"
"100012","1","1","1","12","120","00","2017","10","2377"
"100012","1","1","1","12","120","00","2017","11","2237"
"100012","1","1","1","12","120","00","2017","12","1793"
"100012","1","1","1","12","120","00","2018","1","2048"
"100012","1","1","1","12","120","00","2018","2","1839"
"100012","1","1","1","12","120","00","2018","3","2137"
"100012","1","1","1","12","120","00","2018","4","1685"
"100012","1","1","1","12","120","00","2018","5","1764"
"100012","1","1","1","12","120","00","2018","6","1925"
"100012","1","1","1","12","120","00","2018","7","1616"
"100012","1","1","1","12","120","00","2018","8","1904"
"100012","1","1","1","12","120","00","2018","9","1912"
"100012","1","1","1","12","120","00","2018","10","2052"
"100012","1","1","1","12","120","00","2018","11","1835"
"100012","1","1","1","12","120","00","2018","12","1855"
"100013","1","1","1","12","120","00","2016","1","3161"
"100013","1","1","1","12","120","00","2016","2","3284"
"100013","1","1","1","12","120","00","2016","3","3213"
"100013","1","1","1","12","120","00","2016","4","3444"
"100013","1","1","1","12","120","00","2016","5","2969"
"100013","1","1","1","12","120","00","2016","6","3557"
"100013","1","1","1","12","120","00","2016","7","4238"
"100013","1","1","1","12","120","00","2016","8","3683"
"100013","1","1","1","12","120","00","2016","9","3037"
"100013","1","1","1","12","120","00","2016","10","3286"
"100013","1","1","1","12","120","00","2016","11","3224"
"100013","1","1","1","12","120","00","2016","12","3326"
"100013","1","1","1","12","120","00","2017","1","3637"
"100013","1","1","1","12","120","00","2017","2","3613"
"100013","1","1","1","12","120","00","2017","3","3865"
"100013","1","1","1","12","120","00","2017","4","3587"
"100013","1","1","1","12","120","00","2017","5","3699"
"100013","1","1","1","12","120","00","2017","6","2602"
"100013","1","1","1","12","120","00","2017","7","4447"
"100013","1","1","1","12","120","00","2017","8","5091"
"100013","1","1","1","12","120","00","2017","9","5148"
"100013","1","1","1","12","120","00","2017","10","3998"
"100013","1","1","1","12","120","00","2017","11","2335"
"100013","1","1","1","12","120","00","2017","12","1660"
"100013","1","1","1","12","120","00","2018","1","3768"
"100013","1","1","1","12","120","00","2018","2","3889"
"100013","1","1","1","12","120","00","2018","3","4508"
"100013","1","1","1","12","120","00","2018","4","3076"
"100013","1","1","1","12","120","00","2018","5","3058"
"100013","1","1","1","12","120","00","2018","6","3433"
"100013","1","1","1","12","120","00","2018","7","3451"
"100013","1","1","1","12","120","00","2018","8","4322"
"100013","1","1","1","12","120","00","2018","9","4020"
"100013","1","1","1","12","120","00","2018","10","3920"
"100013","1","1","1","12","120","00","2018","11","3519"
"100013","1","1","1","12","120","00","2018","12","3025"
"100014","1","1","1","12","120","00","2016","1","2178"
"100014","1","1","1","12","120","00","2016","2","2032"
"100014","1","1","1","12","120","00","2016","3","2209"
"100014","1","1","1","12","120","00","2016","4","2104"
"100014","1","1","1","12","120","00","2016","5","1837"
"100014","1","1","1","12","120","00","2016","6","2083"
"100014","1","1","1","12","120","00","2016","7","2359"
"100014","1","1","1","12","120","00","2016","8","2692"
"100014","1","1","1","12","120","00","2016","9","2230"
"100014","1","1","1","12","120","00","2016","10","2537"
"100014","1","1","1","12","120","00","2016","11","2296"
"100014","1","1","1","12","120","00","2016","12","2263"
"100014","1","1","1","12","120","00","2017","1","2086"
"100014","1","1","1","12","120","00","2017","2","2063"
"100014","1","1","1","12","120","00","2017","3","2313"
"100014","1","1","1","12","120","00","2017","4","2061"
"100014","1","1","1","12","120","00","2017","5","1965"
"100014","1","1","1","12","120","00","2017","6","1981"
"100014","1","1","1","12","120","00","2017","7","2685"
"100014","1","1","1","12","120","00","2017","8","2743"
"100014","1","1","1","12","120","00","2017","9","2796"
"100014","1","1","1","12","120","00","2017","10","2587"
"100014","1","1","1","12","120","00","2017","11","2485"
"100014","1","1","1","12","120","00","2017","12","2476"
"100014","1","1","1","12","120","00","2018","1","2398"
"100014","1","1","1","12","120","00","2018","2","2096"
"100014","1","1","1","12","120","00","2018","3","2385"
"100014","1","1","1","12","120","00","2018","4","1886"
"100014","1","1","1","12","120","00","2018","5","2152"
"100014","1","1","1","12","120","00","2018","6","2317"
"100014","1","1","1","12","120","00","2018","7","2224"
"100014","1","1","1","12","120","00","2018","8","2409"
"100014","1","1","1","12","120","00","2018","9","2326"
"100014","1","1","1","12","120","00","2018","10","2342"
"100014","1","1","1","12","120","00","2018","11","2184"
"100014","1","1","1","12","120","00","2018","12","2037"
"100015","1","1","1","12","120","00","2016","1","1862"
"100015","1","1","1","12","120","00","2016","2","1744"
"100015","1","1","1","12","120","00","2016","3","1932"
"100015","1","1","1","12","120","00","2016","4","1806"
"100015","1","1","1","12","120","00","2016","5","1921"
"100015","1","1","1","12","120","00","2016","6","2329"
"100015","1","1","1","12","120","00","2016","7","2718"
"100015","1","1","1","12","120","00","2016","8","2452"
"100015","1","1","1","12","120","00","2016","9","2033"
"100015","1","1","1","12","120","00","2016","10","2280"
"100015","1","1","1","12","120","00","2016","11","1937"
"100015","1","1","1","12","120","00","2016","12","2158"
"100015","1","1","1","12","120","00","2017","1","1790"
"100015","1","1","1","12","120","00","2017","2","1791"
"100015","1","1","1","12","120","00","2017","3","2039"
"100015","1","1","1","12","120","00","2017","4","2154"
"100015","1","1","1","12","120","00","2017","5","2045"
"100015","1","1","1","12","120","00","2017","6","2336"
"100015","1","1","1","12","120","00","2017","7","2945"
"100015","1","1","1","12","120","00","2017","8","3296"
"100015","1","1","1","12","120","00","2017","9","2402"
"100015","1","1","1","12","120","00","2017","10","1812"
"100015","1","1","1","12","120","00","2017","11","1884"
"100015","1","1","1","12","120","00","2017","12","1792"
"100015","1","1","1","12","120","00","2018","1","1568"
"100015","1","1","1","12","120","00","2018","2","1336"
"100015","1","1","1","12","120","00","2018","3","1612"
"100015","1","1","1","12","120","00","2018","4","1408"
"100015","1","1","1","12","120","00","2018","5","1686"
"100015","1","1","1","12","120","00","2018","6","1748"
"100015","1","1","1","12","120","00","2018","7","2236"
"100015","1","1","1","12","120","00","2018","8","2172"
"100015","1","1","1","12","120","00","2018","9","1741"
"100015","1","1","1","12","120","00","2018","10","1907"
"100015","1","1","1","12","120","00","2018","11","1757"
"100015","1","1","1","12","120","00","2018","12","1417"
"100016","1","1","1","12","120","00","2016","6","1118"
"100016","1","1","1","12","120","00","2016","7","3593"
"100016","1","1","1","12","120","00","2016","8","3262"
"100016","1","1","1","12","120","00","2016","9","2600"
"100016","1","1","1","12","120","00","2016","10","2939"
"100016","1","1","1","12","120","00","2016","11","2362"
"100016","1","1","1","12","120","00","2016","12","2501"
"100016","1","1","1","12","120","00","2017","1","1966"
"100016","1","1","1","12","120","00","2017","2","2391"
"100016","1","1","1","12","120","00","2017","3","2453"
"100016","1","1","1","12","120","00","2017","4","2696"
"100016","1","1","1","12","120","00","2017","5","2505"
"100016","1","1","1","12","120","00","2017","6","2990"
"100016","1","1","1","12","120","00","2017","7","4009"
"100016","1","1","1","12","120","00","2017","8","4096"
"100016","1","1","1","12","120","00","2017","9","3047"
"100016","1","1","1","12","120","00","2017","10","2593"
"100016","1","1","1","12","120","00","2017","11","2453"
"100016","1","1","1","12","120","00","2017","12","2085"
"100016","1","1","1","12","120","00","2018","1","1732"
"100016","1","1","1","12","120","00","2018","2","1600"
"100016","1","1","1","12","120","00","2018","3","1933"
"100016","1","1","1","12","120","00","2018","4","1598"
"100016","1","1","1","12","120","00","2018","5","1886"
"100016","1","1","1","12","120","00","2018","6","2184"
"100016","1","1","1","12","120","00","2018","7","2440"
"100016","1","1","1","12","120","00","2018","8","2555"
"100016","1","1","1","12","120","00","2018","9","1988"
"100016","1","1","1","12","120","00","2018","10","2146"
"100016","1","1","1","12","120","00","2018","11","1919"
"100016","1","1","1","12","120","00","2018","12","1629"
"100017","1","1","1","12","120","00","2016","1","2061"
"100017","1","1","1","12","120","00","2016","2","2163"
"100017","1","1","1","12","120","00","2016","3","2356"
"100017","1","1","1","12","120","00","2016","4","2359"
"100017","1","1","1","12","120","00","2016","5","2225"
"100017","1","1","1","12","120","00","2016","6","2855"
"100017","1","1","1","12","120","00","2016","7","2776"
"100017","1","1","1","12","120","00","2016","8","2475"
"100017","1","1","1","12","120","00","2016","9","2146"
